,moving_pixels
16533,6.5014
16534,6.6369
16535,6.7807
16536,6.9933
16537,7.1395
16538,7.2541
16539,7.3501
16540,7.43
16541,7.3857
16542,7.3953
16543,7.4219
16544,7.39
16545,7.3791
16546,7.4288
16547,7.4635
16548,7.5336
16549,7.6985
16550,7.8319
16551,8.0816
16552,8.5023
16553,
16554,0.5
16555,0.17561904761904762
16556,0.26342857142857146
16557,0.35123809523809524
16558,0.439047619047619
16559,0.5268571428571429
16560,0.6146666666666667
16561,0.7024761904761905
16562,0.7902857142857143
16563,0.878095238095238
16564,0.9659047619047619
16565,1.0537142857142858
16566,1.1415238095238096
16567,1.2293333333333334
16568,1.3171428571428572
16569,1.404952380952381
16570,1.4927619047619047
16571,1.5805714285714285
16572,1.6683809523809523
16573,1.756190476190476
16574,1.844
16575,1.8079
16576,1.7558
16577,1.7604
16578,1.7546
16579,1.7627
16580,1.7862
16581,1.7925
16582,1.7928
16583,1.8319
16584,1.827
16585,1.8495
16586,1.8938
16587,1.9005
16588,1.9039
16589,1.8909
16590,1.8924
16591,1.8837
16592,1.8767
16593,1.8877
16594,1.8819
16595,1.8582
16596,1.8244
16597,1.8348
16598,1.8209
16599,1.8348
16600,1.8275
16601,1.8151
16602,1.8492
16603,1.844
16604,1.8119
16605,1.7613
16606,1.7468
16607,1.7106
16608,1.7419
16609,1.7587
16610,1.7407
16611,1.7552
16612,1.7486
16613,1.759
16614,1.7584
16615,1.7575
16616,1.7833
16617,1.8215
16618,1.787
16619,1.7847
16620,1.7867
16621,1.7914
16622,1.7538
16623,1.7318
16624,1.7297
16625,1.7387
16626,1.7503
16627,1.7477
16628,1.7558
16629,1.7517
16630,1.7399
16631,1.7546
16632,1.7341
16633,1.7601
16634,1.7567
16635,1.7344
16636,1.706
16637,1.68
16638,1.7312
16639,1.7459
16640,1.7439
16641,1.7448
16642,1.7376
16643,1.7535
16644,1.748
16645,1.7396
16646,1.7451
16647,1.7454
16648,1.7494
16649,1.7581
16650,1.7743
16651,1.8053
16652,1.8018
16653,1.7865
16654,1.8006
16655,1.783
16656,1.7839
16657,1.8015
16658,1.7853
16659,1.7396
16660,1.7569
16661,1.7503
16662,1.7153
16663,1.7176
16664,1.6606
16665,1.6638
16666,1.6594
16667,1.6696
16668,1.6508
16669,1.6687
16670,1.634
16671,1.6293
16672,1.6221
16673,1.6343
16674,1.6545
16675,1.6646
16676,1.6536
16677,1.6473
16678,1.6791
16679,1.7289
16680,1.7335
16681,1.7312
16682,1.7431
16683,1.7405
16684,1.7784
16685,1.7376
16686,1.7607
16687,1.7572
16688,1.7541
16689,1.75
16690,1.7512
16691,1.7555
16692,1.7653
16693,1.7491
16694,1.7471
16695,1.7251
16696,1.7214
16697,1.7292
16698,1.6999
16699,1.6675
16700,1.6348
16701,1.6632
16702,1.6823
16703,1.6753
16704,1.6837
16705,1.6727
16706,1.6791
16707,1.6632
16708,1.6898
16709,1.6907
16710,1.7358
16711,1.7005
16712,1.7095
16713,1.6973
16714,1.678
16715,1.6782
16716,1.6777
16717,1.6742
16718,1.6962
16719,1.691
16720,1.669
16721,1.6988
16722,1.6542
16723,1.645
16724,1.6577
16725,1.6684
16726,1.6655
16727,1.6916
16728,1.6418
16729,1.6591
16730,1.6395
16731,1.6603
16732,1.6531
16733,1.6429
16734,1.6534
16735,1.6635
16736,1.6499
16737,1.6094
16738,1.6236
16739,1.6241
16740,1.6542
16741,1.6696
16742,1.6707
16743,1.6479
16744,1.6415
16745,1.6262
16746,1.6299
16747,1.66
16748,1.6696
16749,1.6586
16750,1.6531
16751,1.6432
16752,1.6418
16753,1.6638
16754,1.6421
16755,1.6644
16756,1.6236
16757,1.6244
16758,1.6207
16759,1.6438
16760,1.6392
16761,1.6273
16762,1.6212
16763,1.6508
16764,1.6589
16765,1.6305
16766,1.6123
16767,1.6461
16768,1.6849
16769,1.6508
16770,1.6528
16771,1.6962
16772,1.6739
16773,1.6742
16774,1.6736
16775,1.6991
16776,1.6878
16777,1.6759
16778,1.7153
16779,1.7295
16780,1.7668
16781,1.7578
16782,1.7433
16783,1.7156
16784,1.7141
16785,1.7176
16786,1.7049
16787,1.6968
16788,1.6678
16789,1.6652
16790,1.6259
16791,1.6299
16792,1.6117
16793,1.6183
16794,1.6505
16795,1.6672
16796,1.6808
16797,1.6701
16798,1.6701
16799,1.6644
16800,1.6415
16801,1.6409
16802,1.6557
16803,1.6913
16804,1.6756
16805,1.6707
16806,1.6855
16807,1.7234
16808,1.7402
16809,1.7494
16810,1.7405
16811,1.7483
16812,1.7025
16813,1.708
16814,1.7546
16815,1.7569
16816,1.7804
16817,1.7917
16818,1.7821
16819,1.7891
16820,1.7888
16821,1.8163
16822,1.8322
16823,1.8906
16824,1.9604
16825,2.1155
16826,2.2497
16827,2.397
16828,2.5503
16829,2.7572
16830,2.8762
16831,2.974
16832,3.0185
16833,3.0781
16834,3.1568
16835,3.1771
16836,3.2118
16837,3.2755
16838,3.4384
16839,3.5909
16840,3.8018
16841,4.0503
16842,4.3142
16843,4.5689
16844,4.7818
16845,5.0367
16846,5.3067
16847,5.5402
16848,5.7031
16849,5.8328
16850,5.9363
16851,6.0541
16852,6.1892
16853,6.2405
16854,6.3568
16855,6.4965
16856,6.5845
16857,6.7352
16858,6.8681
16859,6.9413
16860,7.0596
16861,7.1238
16862,7.2242
16863,7.3171
16864,7.3877
16865,7.4161
16866,7.3854
16867,7.3345
16868,7.4126
16869,7.3764
16870,7.318
16871,7.3145
16872,7.2726
16873,7.171
16874,7.0885
16875,7.1056
16876,7.1898
16877,7.2717
16878,7.307
16879,7.4384
16880,7.5995
16881,7.7442
16882,7.8209
16883,7.8345
16884,7.8119
16885,7.7798
16886,7.7462
16887,7.7381
16888,7.684
16889,7.6372
16890,7.5307
16891,7.5177
16892,7.39
16893,7.327
16894,7.2749
16895,7.2451
16896,7.1817
16897,7.1311
16898,7.1962
16899,7.1826
16900,7.2115
16901,7.1276
16902,7.0732
16903,7.0859
16904,7.0611
16905,7.0046
16906,6.9465
16907,6.8683
16908,6.8194
16909,6.7133
16910,6.6505
16911,6.5486
16912,6.4358
16913,6.3906
16914,6.3035
16915,6.3559
16916,6.4676
16917,6.5295
16918,6.5955
16919,6.7008
16920,6.7043
16921,6.7442
16922,6.6982
16923,6.691
16924,6.581
16925,6.5006
16926,6.559
16927,6.4172
16928,6.4106
16929,6.4511
16930,6.4144
16931,6.4172
16932,6.4198
16933,6.4065
16934,6.4436
16935,6.48
16936,6.4468
16937,6.4274
16938,6.3854
16939,6.3941
16940,6.4424
16941,6.4497
16942,6.5631
16943,6.7008
16944,6.8304
16945,6.943
16946,7.0981
16947,7.2711
16948,7.4919
16949,7.8003
16950,7.9803
16951,8.0992
16952,8.2127
16953,8.3249
16954,8.2908
16955,8.2228
16956,8.1094
16957,8.013
16958,7.8727
16959,7.7402
16960,7.4881
16961,7.2118
16962,6.9696
16963,6.7691
16964,6.6149
16965,6.4468
16966,6.2888
16967,6.0422
16968,5.6898
16969,5.3652
16970,5.1033
16971,4.93
16972,4.748
16973,4.4387
16974,4.228
16975,4.2624
16976,4.2054
16977,4.1571
16978,4.0981
16979,4.0556
16980,3.9821
16981,3.8206
16982,3.6615
16983,3.5104
16984,3.364
16985,3.1826
16986,3.0356
16987,2.9389
16988,2.862
16989,2.8414
16990,2.7859
16991,2.7572
16992,2.7057
16993,2.5784
16994,2.4815
16995,2.4016
16996,2.353
16997,2.3397
16998,2.2827
16999,2.2934
17000,2.3171
17001,2.2772
17002,2.3032
17003,2.2393
17004,2.2454
17005,2.2289
17006,2.2124
17007,2.1429
17008,2.0906
17009,1.9679
17010,1.8877
17011,1.8354
17012,1.8481
17013,1.8035
17014,1.8186
17015,1.8061
17016,1.7957
17017,1.7772
17018,1.7882
17019,1.8249
17020,1.8267
17021,1.8345
17022,1.8351
17023,1.8218
17024,1.8466
17025,1.8423
17026,1.8571
17027,1.8573
17028,1.9068
17029,1.9184
17030,1.928
17031,1.9094
17032,1.9094
17033,1.9132
17034,1.8877
17035,1.9022
17036,1.8851
17037,1.8767
17038,1.8955
17039,1.8941
17040,1.9005
17041,1.9184
17042,1.9172
17043,1.8996
17044,1.8869
17045,1.899
17046,1.8958
17047,1.8967
17048,1.875
17049,1.8782
17050,1.8669
17051,1.8689
17052,1.8469
17053,1.877
17054,1.8802
17055,1.8924
17056,1.9005
17057,1.8976
17058,1.901
17059,1.9091
17060,1.886
17061,1.9219
17062,1.9245
17063,1.9265
17064,1.9213
17065,1.9751
17066,1.9708
17067,1.9667
17068,1.9505
17069,1.9604
17070,1.947
17071,1.9531
17072,1.9578
17073,1.9725
17074,1.9676
17075,1.9274
17076,1.9146
17077,1.897
17078,1.8976
17079,1.928
17080,1.9378
17081,1.9106
17082,1.9311
17083,1.9332
17084,1.9378
17085,1.945
17086,1.9019
17087,1.9089
17088,1.9039
17089,1.9609
17090,1.9685
17091,1.9572
17092,1.9604
17093,1.9812
17094,1.9783
17095,1.9922
17096,1.9751
17097,1.9832
17098,1.965
17099,1.9786
17100,1.9598
17101,1.9514
17102,1.9245
17103,1.9112
17104,1.9326
17105,1.945
17106,1.9329
17107,1.9499
17108,1.9366
17109,1.912
17110,1.8976
17111,1.8869
17112,1.9381
17113,1.945
17114,1.928
17115,1.9708
17116,1.9612
17117,1.9861
17118,1.9829
17119,1.9957
17120,1.998
17121,1.9855
17122,1.9601
17123,1.9867
17124,2.009
17125,2.0405
17126,2.0605
17127,2.035
17128,2.057
17129,2.022
17130,2.0298
17131,2.0258
17132,2.0203
17133,2.0032
17134,2.0078
17135,1.9742
17136,1.9604
17137,1.9653
17138,1.9878
17139,1.9945
17140,2.0003
17141,1.98
17142,1.9494
17143,1.9864
17144,2.0055
17145,1.9627
17146,1.9575
17147,1.9427
17148,1.963
17149,1.9609
17150,1.9196
17151,1.9378
17152,1.9502
17153,1.9141
17154,1.9731
17155,2.0041
17156,1.9688
17157,1.9913
17158,1.9792
17159,1.9919
17160,1.9742
17161,1.9485
17162,1.9361
17163,1.9109
17164,1.9285
17165,1.941
17166,1.9656
17167,1.9418
17168,1.9896
17169,1.9546
17170,1.9534
17171,1.9488
17172,1.9355
17173,1.9094
17174,1.9361
17175,1.9242
17176,1.9537
17177,1.9311
17178,1.9048
17179,1.9236
17180,1.9077
17181,1.9259
17182,1.9311
17183,1.9236
17184,1.9161
17185,1.917
17186,1.9025
17187,1.9222
17188,1.8889
17189,1.9204
17190,1.969
17191,1.9919
17192,2.024
17193,2.0816
17194,2.1687
17195,2.2859
17196,2.4508
17197,2.6539
17198,2.873
17199,3.1481
17200,3.4442
17201,3.7769
17202,4.1076
17203,4.5014
17204,4.9549
17205,5.3808
17206,5.7755
17207,6.2211
17208,6.752
17209,7.2711
17210,7.8047
17211,8.2865
17212,8.785
17213,9.2659
17214,9.6123
17215,10.0512
17216,10.5498
17217,11.0836
17218,11.6476
17219,12.2283
17220,12.7888
17221,13.265
17222,13.7005
17223,14.0761
17224,14.4274
17225,14.8197
17226,15.0573
17227,15.2656
17228,15.5101
17229,15.7772
17230,16.1117
17231,16.4925
17232,16.9954
17233,17.3617
17234,17.6369
17235,17.5275
17236,17.6762
17237,17.6557
17238,17.5888
17239,17.5324
17240,17.4624
17241,17.3909
17242,17.4152
17243,17.259
17244,17.1626
17245,16.9792
17246,16.6427
17247,16.2711
17248,15.8701
17249,15.4884
17250,15.07
17251,14.5726
17252,14.0651
17253,13.4615
17254,12.9416
17255,12.3267
17256,11.5961
17257,11.0553
17258,10.3484
17259,9.7431
17260,9.0596
17261,8.4939
17262,7.9048
17263,7.3927
17264,7.0075
17265,6.8675
17266,6.8987
17267,6.8197
17268,6.8681
17269,6.8212
17270,6.8333
17271,6.8018
17272,6.8238
17273,6.8293
17274,6.7092
17275,6.6675
17276,6.5851
17277,6.4126
17278,6.2882
17279,6.2604
17280,6.2028
17281,6.219
17282,6.3032
17283,6.3814
17284,6.4117
17285,6.3406
17286,6.3689
17287,6.36
17288,6.3189
17289,6.228
17290,6.1759
17291,6.1525
17292,6.1319
17293,6.1939
17294,6.1713
17295,6.184
17296,6.2378
17297,6.2109
17298,6.2049
17299,6.1487
17300,6.0616
17301,5.9803
17302,5.8328
17303,5.7734
17304,5.7529
17305,5.704
17306,5.6889
17307,5.7905
17308,5.8215
17309,5.8516
17310,5.8275
17311,5.8168
17312,5.8012
17313,5.7598
17314,5.7703
17315,5.7737
17316,5.7098
17317,5.6406
17318,5.5686
17319,5.5179
17320,5.4907
17321,5.4624
17322,5.399
17323,5.3006
17324,5.2824
17325,5.2703
17326,5.2552
17327,5.2977
17328,5.3536
17329,5.4635
17330,5.5501
17331,5.6102
17332,5.6727
17333,5.8391
17334,6.0231
17335,6.1357
17336,6.2552
17337,6.3874
17338,6.5014
17339,6.6369
17340,6.7807
17341,6.9933
17342,7.1395
17343,7.2541
17344,7.3501
17345,7.43
17346,7.3857
17347,7.3953
17348,7.4219
17349,7.39
17350,7.3791
17351,7.4288
17352,7.4635
17353,7.5336
17354,7.6985
17355,7.8319
17356,8.0816
17357,8.5023
17358,
17359,0.5
17360,0.17561904761904762
17361,0.26342857142857146
17362,0.35123809523809524
17363,0.439047619047619
17364,0.5268571428571429
17365,0.6146666666666667
17366,0.7024761904761905
17367,0.7902857142857143
17368,0.878095238095238
17369,0.9659047619047619
17370,1.0537142857142858
17371,1.1415238095238096
17372,1.2293333333333334
17373,1.3171428571428572
17374,1.404952380952381
17375,1.4927619047619047
17376,1.5805714285714285
17377,1.6683809523809523
17378,1.756190476190476
17379,1.844
17380,1.8079
17381,1.7558
17382,1.7604
17383,1.7546
17384,1.7627
17385,1.7862
17386,1.7925
17387,1.7928
17388,1.8319
17389,1.827
17390,1.8495
17391,1.8938
17392,1.9005
17393,1.9039
17394,1.8909
17395,1.8924
17396,1.8837
17397,1.8767
17398,1.8877
17399,1.8819
17400,1.8582
17401,1.8244
17402,1.8348
17403,1.8209
17404,1.8348
17405,1.8275
17406,1.8151
17407,1.8492
17408,1.844
17409,1.8119
17410,1.7613
17411,1.7468
17412,1.7106
17413,1.7419
17414,1.7587
17415,1.7407
17416,1.7552
17417,1.7486
17418,1.759
17419,1.7584
17420,1.7575
17421,1.7833
17422,1.8215
17423,1.787
17424,1.7847
17425,1.7867
17426,1.7914
17427,1.7538
17428,1.7318
17429,1.7297
17430,1.7387
17431,1.7503
17432,1.7477
17433,1.7558
17434,1.7517
17435,1.7399
17436,1.7546
17437,1.7341
17438,1.7601
17439,1.7567
17440,1.7344
17441,1.706
17442,1.68
17443,1.7312
17444,1.7459
17445,1.7439
17446,1.7448
17447,1.7376
17448,1.7535
17449,1.748
17450,1.7396
17451,1.7451
17452,1.7454
17453,1.7494
17454,1.7581
17455,1.7743
17456,1.8053
17457,1.8018
17458,1.7865
17459,1.8006
17460,1.783
17461,1.7839
17462,1.8015
17463,1.7853
17464,1.7396
17465,1.7569
17466,1.7503
17467,1.7153
17468,1.7176
17469,1.6606
17470,1.6638
17471,1.6594
17472,1.6696
17473,1.6508
17474,1.6687
17475,1.634
17476,1.6293
17477,1.6221
17478,1.6343
17479,1.6545
17480,1.6646
17481,1.6536
17482,1.6473
17483,1.6791
17484,1.7289
17485,1.7335
17486,1.7312
17487,1.7431
17488,1.7405
17489,1.7784
17490,1.7376
17491,1.7607
17492,1.7572
17493,1.7541
17494,1.75
17495,1.7512
17496,1.7555
17497,1.7653
17498,1.7491
17499,1.7471
17500,1.7251
17501,1.7214
17502,1.7292
17503,1.6999
17504,1.6675
17505,1.6348
17506,1.6632
17507,1.6823
17508,1.6753
17509,1.6837
17510,1.6727
17511,1.6791
17512,1.6632
17513,1.6898
17514,1.6907
17515,1.7358
17516,1.7005
17517,1.7095
17518,1.6973
17519,1.678
17520,1.6782
17521,1.6777
17522,1.6742
17523,1.6962
17524,1.691
17525,1.669
17526,1.6988
17527,1.6542
17528,1.645
17529,1.6577
17530,1.6684
17531,1.6655
17532,1.6916
17533,1.6418
17534,1.6591
17535,1.6395
17536,1.6603
17537,1.6531
17538,1.6429
17539,1.6534
17540,1.6635
17541,1.6499
17542,1.6094
17543,1.6236
17544,1.6241
17545,1.6542
17546,1.6696
17547,1.6707
17548,1.6479
17549,1.6415
17550,1.6262
17551,1.6299
17552,1.66
17553,1.6696
17554,1.6586
17555,1.6531
17556,1.6432
17557,1.6418
17558,1.6638
17559,1.6421
17560,1.6644
17561,1.6236
17562,1.6244
17563,1.6207
17564,1.6438
17565,1.6392
17566,1.6273
17567,1.6212
17568,1.6508
17569,1.6589
17570,1.6305
17571,1.6123
17572,1.6461
17573,1.6849
17574,1.6508
17575,1.6528
17576,1.6962
17577,1.6739
17578,1.6742
17579,1.6736
17580,1.6991
17581,1.6878
17582,1.6759
17583,1.7153
17584,1.7295
17585,1.7668
17586,1.7578
17587,1.7433
17588,1.7156
17589,1.7141
17590,1.7176
17591,1.7049
17592,1.6968
17593,1.6678
17594,1.6652
17595,1.6259
17596,1.6299
17597,1.6117
17598,1.6183
17599,1.6505
17600,1.6672
17601,1.6808
17602,1.6701
17603,1.6701
17604,1.6644
17605,1.6415
17606,1.6409
17607,1.6557
17608,1.6913
17609,1.6756
17610,1.6707
17611,1.6855
17612,1.7234
17613,1.7402
17614,1.7494
17615,1.7405
17616,1.7483
17617,1.7025
17618,1.708
17619,1.7546
17620,1.7569
17621,1.7804
17622,1.7917
17623,1.7821
17624,1.7891
17625,1.7888
17626,1.8163
17627,1.8322
17628,1.8906
17629,1.9604
17630,2.1155
17631,2.2497
17632,2.397
17633,2.5503
17634,2.7572
17635,2.8762
17636,2.974
17637,3.0185
17638,3.0781
17639,3.1568
17640,3.1771
17641,3.2118
17642,3.2755
17643,3.4384
17644,3.5909
17645,3.8018
17646,4.0503
17647,4.3142
17648,4.5689
17649,4.7818
17650,5.0367
17651,5.3067
17652,5.5402
17653,5.7031
17654,5.8328
17655,5.9363
17656,6.0541
17657,6.1892
17658,6.2405
17659,6.3568
17660,6.4965
17661,6.5845
17662,6.7352
17663,6.8681
17664,6.9413
17665,7.0596
17666,7.1238
17667,7.2242
17668,7.3171
17669,7.3877
17670,7.4161
17671,7.3854
17672,7.3345
17673,7.4126
17674,7.3764
17675,7.318
17676,7.3145
17677,7.2726
17678,7.171
17679,7.0885
17680,7.1056
17681,7.1898
17682,7.2717
17683,7.307
17684,7.4384
17685,7.5995
17686,7.7442
17687,7.8209
17688,7.8345
17689,7.8119
17690,7.7798
17691,7.7462
17692,7.7381
17693,7.684
17694,7.6372
17695,7.5307
17696,7.5177
17697,7.39
17698,7.327
17699,7.2749
17700,7.2451
17701,7.1817
17702,7.1311
17703,7.1962
17704,7.1826
17705,7.2115
17706,7.1276
17707,7.0732
17708,7.0859
17709,7.0611
17710,7.0046
17711,6.9465
17712,6.8683
17713,6.8194
17714,6.7133
17715,6.6505
17716,6.5486
17717,6.4358
17718,6.3906
17719,6.3035
17720,6.3559
17721,6.4676
17722,6.5295
17723,6.5955
17724,6.7008
17725,6.7043
17726,6.7442
17727,6.6982
17728,6.691
17729,6.581
17730,6.5006
17731,6.559
17732,6.4172
17733,6.4106
17734,6.4511
17735,6.4144
17736,6.4172
17737,6.4198
17738,6.4065
17739,6.4436
17740,6.48
17741,6.4468
17742,6.4274
17743,6.3854
17744,6.3941
17745,6.4424
17746,6.4497
17747,6.5631
17748,6.7008
17749,6.8304
17750,6.943
17751,7.0981
17752,7.2711
17753,7.4919
17754,7.8003
17755,7.9803
17756,8.0992
17757,8.2127
17758,8.3249
17759,8.2908
17760,8.2228
17761,8.1094
17762,8.013
17763,7.8727
17764,7.7402
17765,7.4881
17766,7.2118
17767,6.9696
17768,6.7691
17769,6.6149
17770,6.4468
17771,6.2888
17772,6.0422
17773,5.6898
17774,5.3652
17775,5.1033
17776,4.93
17777,4.748
17778,4.4387
17779,4.228
17780,4.2624
17781,4.2054
17782,4.1571
17783,4.0981
17784,4.0556
17785,3.9821
17786,3.8206
17787,3.6615
17788,3.5104
17789,3.364
17790,3.1826
17791,3.0356
17792,2.9389
17793,2.862
17794,2.8414
17795,2.7859
17796,2.7572
17797,2.7057
17798,2.5784
17799,2.4815
17800,2.4016
17801,2.353
17802,2.3397
17803,2.2827
17804,2.2934
17805,2.3171
17806,2.2772
17807,2.3032
17808,2.2393
17809,2.2454
17810,2.2289
17811,2.2124
17812,2.1429
17813,2.0906
17814,1.9679
17815,1.8877
17816,1.8354
17817,1.8481
17818,1.8035
17819,1.8186
17820,1.8061
17821,1.7957
17822,1.7772
17823,1.7882
17824,1.8249
17825,1.8267
17826,1.8345
17827,1.8351
17828,1.8218
17829,1.8466
17830,1.8423
17831,1.8571
17832,1.8573
17833,1.9068
17834,1.9184
17835,1.928
17836,1.9094
17837,1.9094
17838,1.9132
17839,1.8877
17840,1.9022
17841,1.8851
17842,1.8767
17843,1.8955
17844,1.8941
17845,1.9005
17846,1.9184
17847,1.9172
17848,1.8996
17849,1.8869
17850,1.899
17851,1.8958
17852,1.8967
17853,1.875
17854,1.8782
17855,1.8669
17856,1.8689
17857,1.8469
17858,1.877
17859,1.8802
17860,1.8924
17861,1.9005
17862,1.8976
17863,1.901
17864,1.9091
17865,1.886
17866,1.9219
17867,1.9245
17868,1.9265
17869,1.9213
17870,1.9751
17871,1.9708
17872,1.9667
17873,1.9505
17874,1.9604
17875,1.947
17876,1.9531
17877,1.9578
17878,1.9725
17879,1.9676
17880,1.9274
17881,1.9146
17882,1.897
17883,1.8976
17884,1.928
17885,1.9378
17886,1.9106
17887,1.9311
17888,1.9332
17889,1.9378
17890,1.945
17891,1.9019
17892,1.9089
17893,1.9039
17894,1.9609
17895,1.9685
17896,1.9572
17897,1.9604
17898,1.9812
17899,1.9783
17900,1.9922
17901,1.9751
17902,1.9832
17903,1.965
17904,1.9786
17905,1.9598
17906,1.9514
17907,1.9245
17908,1.9112
17909,1.9326
17910,1.945
17911,1.9329
17912,1.9499
17913,1.9366
17914,1.912
17915,1.8976
17916,1.8869
17917,1.9381
17918,1.945
17919,1.928
17920,1.9708
17921,1.9612
17922,1.9861
17923,1.9829
17924,1.9957
17925,1.998
17926,1.9855
17927,1.9601
17928,1.9867
17929,2.009
17930,2.0405
17931,2.0605
17932,2.035
17933,2.057
17934,2.022
17935,2.0298
17936,2.0258
17937,2.0203
17938,2.0032
17939,2.0078
17940,1.9742
17941,1.9604
17942,1.9653
17943,1.9878
17944,1.9945
17945,2.0003
17946,1.98
17947,1.9494
17948,1.9864
17949,2.0055
17950,1.9627
17951,1.9575
17952,1.9427
17953,1.963
17954,1.9609
17955,1.9196
17956,1.9378
17957,1.9502
17958,1.9141
17959,1.9731
17960,2.0041
17961,1.9688
17962,1.9913
17963,1.9792
17964,1.9919
17965,1.9742
17966,1.9485
17967,1.9361
17968,1.9109
17969,1.9285
17970,1.941
17971,1.9656
17972,1.9418
17973,1.9896
17974,1.9546
17975,1.9534
17976,1.9488
17977,1.9355
17978,1.9094
17979,1.9361
17980,1.9242
17981,1.9537
17982,1.9311
17983,1.9048
17984,1.9236
17985,1.9077
17986,1.9259
17987,1.9311
17988,1.9236
17989,1.9161
17990,1.917
17991,1.9025
17992,1.9222
17993,1.8889
17994,1.9204
17995,1.969
17996,1.9919
17997,2.024
17998,2.0816
17999,2.1687
18000,2.2859
18001,2.4508
18002,2.6539
18003,2.873
18004,3.1481
18005,3.4442
18006,3.7769
18007,4.1076
18008,4.5014
18009,4.9549
18010,5.3808
18011,5.7755
18012,6.2211
18013,6.752
18014,7.2711
18015,7.8047
18016,8.2865
18017,8.785
18018,9.2659
18019,9.6123
18020,10.0512
18021,10.5498
18022,11.0836
18023,11.6476
18024,12.2283
18025,12.7888
18026,13.265
18027,13.7005
18028,14.0761
18029,14.4274
18030,14.8197
18031,15.0573
18032,15.2656
18033,15.5101
18034,15.7772
18035,16.1117
18036,16.4925
18037,16.9954
18038,17.3617
18039,17.6369
18040,17.5275
18041,17.6762
18042,17.6557
18043,17.5888
18044,17.5324
18045,17.4624
18046,17.3909
18047,17.4152
18048,17.259
18049,17.1626
18050,16.9792
18051,16.6427
18052,16.2711
18053,15.8701
18054,15.4884
18055,15.07
18056,14.5726
18057,14.0651
18058,13.4615
18059,12.9416
18060,12.3267
18061,11.5961
18062,11.0553
18063,10.3484
18064,9.7431
18065,9.0596
18066,8.4939
18067,7.9048
18068,7.3927
18069,7.0075
18070,6.8675
18071,6.8987
18072,6.8197
18073,6.8681
18074,6.8212
18075,6.8333
18076,6.8018
18077,6.8238
18078,6.8293
18079,6.7092
18080,6.6675
18081,6.5851
18082,6.4126
18083,6.2882
18084,6.2604
18085,6.2028
18086,6.219
18087,6.3032
18088,6.3814
18089,6.4117
18090,6.3406
18091,6.3689
18092,6.36
18093,6.3189
18094,6.228
18095,6.1759
18096,6.1525
18097,6.1319
18098,6.1939
18099,6.1713
18100,6.184
18101,6.2378
18102,6.2109
18103,6.2049
18104,6.1487
18105,6.0616
18106,5.9803
18107,5.8328
18108,5.7734
18109,5.7529
18110,5.704
18111,5.6889
18112,5.7905
18113,5.8215
18114,5.8516
18115,5.8275
18116,5.8168
18117,5.8012
18118,5.7598
18119,5.7703
18120,5.7737
18121,5.7098
18122,5.6406
18123,5.5686
18124,5.5179
18125,5.4907
18126,5.4624
18127,5.399
18128,5.3006
18129,5.2824
18130,5.2703
18131,5.2552
18132,5.2977
18133,5.3536
18134,5.4635
18135,5.5501
18136,5.6102
18137,5.6727
18138,5.8391
18139,6.0231
18140,6.1357
18141,6.2552
18142,6.3874
18143,6.5014
18144,6.6369
18145,6.7807
18146,6.9933
18147,7.1395
18148,7.2541
18149,7.3501
18150,7.43
18151,7.3857
18152,7.3953
18153,7.4219
18154,7.39
18155,7.3791
18156,7.4288
18157,7.4635
18158,7.5336
18159,7.6985
18160,7.8319
18161,8.0816
18162,8.5023
18163,
18164,0.5
18165,0.17561904761904762
18166,0.26342857142857146
18167,0.35123809523809524
18168,0.439047619047619
18169,0.5268571428571429
18170,0.6146666666666667
18171,0.7024761904761905
18172,0.7902857142857143
18173,0.878095238095238
18174,0.9659047619047619
18175,1.0537142857142858
18176,1.1415238095238096
18177,1.2293333333333334
18178,1.3171428571428572
18179,1.404952380952381
18180,1.4927619047619047
18181,1.5805714285714285
18182,1.6683809523809523
18183,1.756190476190476
18184,1.844
18185,1.8079
18186,1.7558
18187,1.7604
18188,1.7546
18189,1.7627
18190,1.7862
18191,1.7925
18192,1.7928
18193,1.8319
18194,1.827
18195,1.8495
18196,1.8938
18197,1.9005
18198,1.9039
18199,1.8909
18200,1.8924
18201,1.8837
18202,1.8767
18203,1.8877
18204,1.8819
18205,1.8582
18206,1.8244
18207,1.8348
18208,1.8209
18209,1.8348
18210,1.8275
18211,1.8151
18212,1.8492
18213,1.844
18214,1.8119
18215,1.7613
18216,1.7468
18217,1.7106
18218,1.7419
18219,1.7587
18220,1.7407
18221,1.7552
18222,1.7486
18223,1.759
18224,1.7584
18225,1.7575
18226,1.7833
18227,1.8215
18228,1.787
18229,1.7847
18230,1.7867
18231,1.7914
18232,1.7538
18233,1.7318
18234,1.7297
18235,1.7387
18236,1.7503
18237,1.7477
18238,1.7558
18239,1.7517
18240,1.7399
18241,1.7546
18242,1.7341
18243,1.7601
18244,1.7567
18245,1.7344
18246,1.706
18247,1.68
18248,1.7312
18249,1.7459
18250,1.7439
18251,1.7448
18252,1.7376
18253,1.7535
18254,1.748
18255,1.7396
18256,1.7451
18257,1.7454
18258,1.7494
18259,1.7581
18260,1.7743
18261,1.8053
18262,1.8018
18263,1.7865
18264,1.8006
18265,1.783
18266,1.7839
18267,1.8015
18268,1.7853
18269,1.7396
18270,1.7569
18271,1.7503
18272,1.7153
18273,1.7176
18274,1.6606
18275,1.6638
18276,1.6594
