,moving_pixels
143726,17.2749
143727,17.0596
143728,16.8492
143729,16.5775
143730,16.1421
143731,15.8504
143732,15.5689
143733,15.2358
143734,14.7882
143735,14.3631
143736,13.9685
143737,13.4812
143738,12.9534
143739,12.5185
143740,12.1183
143741,11.6849
143742,11.4783
143743,11.0761
143744,10.7425
143745,10.4528
143746,10.0712
143747,9.7271
143748,9.4557
143749,9.0992
143750,8.7734
143751,8.3993
143752,8.2911
143753,8.1455
143754,8.0376
143755,7.9696
143756,7.8411
143757,7.7023
143758,7.5307
143759,7.2879
143760,7.0515
143761,6.708
143762,6.4291
143763,6.1395
143764,5.8727
143765,5.6189
143766,5.3504
143767,5.1128
143768,4.9609
143769,4.7433
143770,4.5793
143771,4.4517
143772,4.1863
143773,4.0205
143774,3.844
143775,3.7323
143776,3.6053
143777,3.5304
143778,3.4329
143779,3.3614
143780,3.2992
143781,3.2271
143782,3.1924
143783,3.1751
143784,3.2002
143785,3.2541
143786,3.2824
143787,3.2894
143788,3.2928
143789,3.3773
143790,3.3397
143791,3.3099
143792,3.3313
143793,3.3238
143794,3.3174
143795,3.3504
143796,3.3067
143797,3.32
143798,3.3108
143799,3.3024
143800,3.2786
143801,3.2613
143802,3.1982
143803,3.0718
143804,3.0104
143805,2.8715
143806,2.7749
143807,2.7396
143808,2.6438
143809,2.5553
143810,2.511
143811,2.4363
143812,2.3657
143813,2.3082
143814,2.1968
143815,2.1834
143816,2.0914
143817,1.9988
143818,1.9439
143819,1.9149
143820,1.7931
143821,1.8209
143822,1.8064
143823,1.8339
143824,1.9219
143825,2.0006
143826,2.0958
143827,2.171
143828,2.2274
143829,2.2943
143830,2.3591
143831,2.3924
143832,2.4722
143833,2.4861
143834,2.5214
143835,2.5854
143836,2.6169
143837,2.6383
143838,2.6438
143839,2.6363
143840,2.6667
143841,2.6615
143842,2.636
143843,2.6638
143844,2.6366
143845,2.6047
143846,2.6189
143847,2.5943
143848,2.5802
143849,2.5391
143850,2.4696
143851,2.5301
143852,2.5373
143853,2.5778
143854,2.708
143855,2.8617
143856,2.9491
143857,3.0524
143858,3.1372
143859,3.2865
143860,3.3342
143861,3.3779
143862,3.4236
143863,3.4821
143864,3.5026
143865,3.5411
143866,3.555
143867,3.579
143868,3.5454
143869,3.5608
143870,3.5119
143871,3.4144
143872,3.3712
143873,3.261
143874,3.1568
143875,3.0098
143876,2.8333
143877,2.6745
143878,2.6163
143879,2.4855
143880,2.3475
143881,2.2546
143882,2.1641
143883,2.0226
143884,1.9679
143885,2.0706
143886,2.1525
143887,2.2416
143888,2.3241
143889,2.4184
143890,2.4783
143891,2.553
143892,2.6366
143893,2.7176
143894,2.8006
143895,2.8487
143896,2.9352
143897,2.9852
143898,2.9896
143899,3.0451
143900,3.1189
143901,3.1319
143902,3.1684
143903,3.1719
143904,3.215
143905,3.2037
143906,3.2376
143907,3.2477
143908,3.2182
143909,3.2023
143910,3.195
143911,3.1606
143912,3.1409
143913,3.138
143914,3.0122
143915,2.9653
143916,2.8637
143917,2.8458
143918,2.7957
143919,2.7072
143920,2.6771
143921,2.5891
143922,2.5321
143923,2.4942
143924,2.4653
143925,2.4673
143926,2.4042
143927,2.3293
143928,2.2899
143929,2.2679
143930,2.2306
143931,2.2318
143932,2.2688
143933,2.2798
143934,2.285
143935,2.3027
143936,2.3371
143937,2.349
143938,2.3565
143939,2.3605
143940,2.3426
143941,2.329
143942,2.3721
143943,2.3547
143944,2.342
143945,2.2995
143946,2.2671
143947,2.2595
143948,2.1968
143949,2.1855
143950,2.1363
143951,2.0917
143952,2.0732
143953,2.0312
143954,1.9815
143955,1.9873
143956,1.9873
143957,1.9598
143958,1.947
143959,1.9812
143960,1.9714
143961,2.0289
143962,2.0894
143963,2.1638
143964,2.2008
143965,2.2867
143966,2.3683
143967,2.4913
143968,2.6007
143969,2.7543
143970,2.8426
143971,2.974
143972,3.1085
143973,3.1207
143974,3.1508
143975,3.2691
143976,3.3501
143977,3.3984
143978,3.4074
143979,3.4242
143980,3.4274
143981,3.3707
143982,3.3296
143983,3.3113
143984,3.2248
143985,3.2005
143986,3.1554
143987,3.1299
143988,3.1192
143989,3.0451
143990,2.9682
143991,2.895
143992,2.8426
143993,2.7552
143994,2.6568
143995,2.5859
143996,2.5093
143997,2.5113
143998,2.48
143999,2.4682
144000,2.4514
144001,2.4184
144002,2.3741
144003,2.3084
144004,2.1918
144005,2.0897
144006,1.9745
144007,1.8953
144008,1.8579
144009,1.8388
144010,1.8611
144011,1.8383
144012,1.8082
144013,1.8134
144014,1.8194
144015,1.7792
144016,1.7633
144017,1.7361
144018,1.7214
144019,1.7431
144020,1.7451
144021,1.7141
144022,1.6991
144023,1.7263
144024,1.6936
144025,1.6652
144026,1.678
144027,1.6638
144028,1.6681
144029,1.6609
144030,1.6623
144031,1.6684
144032,1.6997
144033,1.7234
144034,1.7199
144035,1.7624
144036,1.7766
144037,1.759
144038,1.7888
144039,1.7998
144040,1.8287
144041,1.8397
144042,1.8461
144043,1.855
144044,1.8776
144045,1.8591
144046,1.8247
144047,1.838
144048,1.8264
144049,1.833
144050,1.8116
144051,1.8145
144052,1.7685
144053,1.765
144054,1.7523
144055,1.7535
144056,1.7708
144057,1.7535
144058,1.7303
144059,1.7512
144060,1.7182
144061,1.7422
144062,1.7833
144063,1.7633
144064,1.7865
144065,1.829
144066,1.8174
144067,1.8354
144068,1.8533
144069,1.849
144070,1.8339
144071,1.8767
144072,1.8539
144073,1.8556
144074,1.8385
144075,1.8449
144076,1.8383
144077,1.7723
144078,1.8281
144079,1.8715
144080,1.8478
144081,1.8469
144082,1.8284
144083,1.8857
144084,1.8296
144085,1.8241
144086,1.8125
144087,1.8333
144088,1.8284
144089,1.8339
144090,1.89
144091,1.9126
144092,1.923
144093,1.8967
144094,1.888
144095,1.8999
144096,1.9271
144097,1.9008
144098,1.8863
144099,1.8475
144100,1.8562
144101,1.8128
144102,1.822
144103,1.8354
144104,1.8385
144105,1.8322
144106,1.8255
144107,1.8235
144108,1.8044
144109,1.7717
144110,1.7396
144111,1.7335
144112,1.7161
144113,1.7089
144114,1.6684
144115,1.5987
144116,1.5726
144117,1.5871
144118,1.5732
144119,1.6062
144120,1.5894
144121,1.588
144122,1.5865
144123,1.6007
144124,1.6076
144125,1.5929
144126,1.6247
144127,1.6366
144128,1.6464
144129,1.6427
144130,1.6548
144131,1.662
144132,1.64
144133,1.6212
144134,1.6455
144135,1.6548
144136,1.6427
144137,1.6152
144138,1.6076
144139,1.6259
144140,1.6244
144141,1.6597
144142,1.6406
144143,1.6157
144144,1.6415
144145,1.6476
144146,1.6696
144147,1.6661
144148,1.678
144149,1.6907
144150,1.706
144151,1.7133
144152,1.7315
144153,1.7575
144154,1.7786
144155,1.8079
144156,1.8414
144157,1.8565
144158,1.9068
144159,1.9311
144160,1.9421
144161,2.0093
144162,2.015
144163,2.0214
144164,2.035
144165,2.0182
144166,2.0394
144167,2.0532
144168,2.0579
144169,2.0567
144170,2.0489
144171,2.0286
144172,2.0145
144173,1.9722
144174,2.0095
144175,1.9566
144176,1.9546
144177,1.9161
144178,1.8672
144179,1.8828
144180,1.8478
144181,1.8006
144182,1.7347
144183,1.6884
144184,1.7144
144185,1.7049
144186,1.691
144187,1.6997
144188,1.7329
144189,1.7703
144190,1.7902
144191,1.8455
144192,1.8944
144193,1.9439
144194,1.9951
144195,2.0182
144196,2.1209
144197,2.2853
144198,2.412
144199,2.553
144200,2.7303
144201,2.8915
144202,3.0871
144203,3.329
144204,3.5952
144205,3.7659
144206,3.9673
144207,4.1898
144208,4.4667
144209,4.7827
144210,5.2095
144211,5.6175
144212,6.1076
144213,6.5197
144214,7.0312
144215,7.5434
144216,7.9517
144217,8.4288
144218,8.7106
144219,9.0561
144220,9.3232
144221,9.6736
144222,10.0003
144223,10.2581
144224,10.5327
144225,10.8449
144226,10.9991
144227,11.1739
144228,11.3466
144229,11.3764
144230,11.3987
144231,11.4207
144232,11.3487
144233,11.2144
144234,11.1123
144235,10.9751
144236,10.7772
144237,10.5938
144238,10.4031
144239,10.125
144240,9.7598
144241,9.2613
144242,8.7983
144243,8.3293
144244,7.8116
144245,7.2983
144246,6.735
144247,6.32
144248,5.9679
144249,5.537
144250,4.9997
144251,4.5981
144252,4.2431
144253,3.9167
144254,3.7156
144255,3.432
144256,3.1973
144257,2.9609
144258,2.7271
144259,2.544
144260,2.355
144261,2.0703
144262,1.9641
144263,1.8559
144264,1.8125
144265,1.7807
144266,1.7396
144267,1.7619
144268,1.7156
144269,1.638
144270,1.6108
144271,1.6181
144272,1.6212
144273,1.6178
144274,1.6357
144275,1.6635
144276,1.6765
144277,1.6612
144278,1.6363
144279,1.6178
144280,1.6539
144281,1.682
144282,1.6803
144283,1.6493
144284,1.6759
144285,1.6794
144286,1.6904
144287,1.6684
144288,1.671
144289,1.6632
144290,1.6473
144291,1.6661
144292,1.6227
144293,1.636
144294,1.6403
144295,1.6175
144296,1.6241
144297,1.6062
144298,1.6293
144299,1.6189
144300,1.6036
144301,1.5761
144302,1.5651
144303,1.5883
144304,1.566
144305,1.5706
144306,1.5773
144307,1.616
144308,1.6484
144309,1.6293
144310,1.6305
144311,1.6377
144312,1.6907
144313,1.7587
144314,1.7891
144315,1.8414
144316,1.8455
144317,1.8469
144318,1.8649
144319,1.8869
144320,1.8721
144321,1.9083
144322,1.941
144323,1.9401
144324,1.9621
144325,1.9569
144326,2.0009
144327,2.0402
144328,2.0443
144329,2.0703
144330,2.0599
144331,2.0388
144332,2.022
144333,2.0194
144334,2.0619
144335,2.1131
144336,2.1311
144337,2.1808
144338,2.2121
144339,2.2552
144340,2.2613
144341,2.3168
144342,2.3741
144343,2.397
144344,2.4633
144345,2.4716
144346,2.5246
144347,2.5686
144348,2.6024
144349,2.6892
144350,2.752
144351,2.8105
144352,2.8409
144353,2.8733
144354,2.8663
144355,2.8782
144356,2.9294
144357,2.9679
144358,3.0359
144359,3.0593
144360,3.1224
144361,3.1427
144362,3.1403
144363,3.1406
144364,3.0935
144365,3.1053
144366,3.1108
144367,3.1597
144368,3.14
144369,3.1508
144370,3.248
144371,3.3215
144372,3.4473
144373,3.6019
144374,3.8354
144375,4.0738
144376,4.191
144377,4.3967
144378,4.5492
144379,4.7025
144380,4.8958
144381,5.0558
144382,5.1134
144383,5.2037
144384,5.3872
144385,5.6612
144386,5.8987
144387,6.0359
144388,6.2841
144389,6.5437
144390,6.6562
144391,6.7454
144392,6.6811
144393,6.7254
144394,6.8365
144395,7.0101
144396,7.2037
144397,7.4821
144398,7.6863
144399,7.9117
144400,8.3044
144401,8.6513
144402,8.9178
144403,9.226
144404,9.4552
144405,9.7711
144406,10.1105
144407,10.2934
144408,10.377
144409,10.4667
144410,10.737
144411,10.9818
144412,11.1487
144413,11.1753
144414,11.1415
144415,11.2358
144416,11.3793
144417,11.6065
144418,11.9942
144419,12.3209
144420,12.489
144421,12.7619
144422,13.0749
144423,13.4126
144424,13.7075
144425,13.9407
144426,14.1687
144427,14.2138
144428,14.0842
144429,13.908
144430,13.6586
144431,13.3461
144432,13.1053
144433,12.7561
144434,12.2763
144435,11.9876
144436,11.6227
144437,11.3006
144438,11.0278
144439,10.7824
144440,10.5799
144441,10.2277
144442,9.8652
144443,9.5547
144444,9.2471
144445,9.0903
144446,8.9256
144447,8.8018
144448,8.7543
144449,8.7853
144450,8.9161
144451,8.9653
144452,9.0692
144453,9.112
144454,8.8394
144455,8.8741
144456,8.9896
144457,8.974
144458,9.0009
144459,8.9931
144460,9.0295
144461,9.0773
144462,9.0825
144463,9.1088
144464,9.1123
144465,9.0804
144466,9.0052
144467,8.9508
144468,8.8018
144469,8.6982
144470,8.6939
144471,8.6889
144472,8.6534
144473,8.6094
144474,8.6215
144475,8.717
144476,8.7425
144477,8.8333
144478,8.827
144479,8.739
144480,8.715
144481,8.6939
144482,8.7121
144483,8.6502
144484,8.64
144485,8.7373
144486,8.7601
144487,8.8623
144488,8.9274
144489,9.011
144490,9.1221
144491,9.1988
144492,9.3273
144493,9.4372
144494,9.5006
144495,9.6331
144496,9.8047
144497,9.9416
144498,10.0211
144499,10.2986
144500,10.4711
144501,10.6962
144502,10.9034
144503,11.1013
144504,11.3365
144505,11.4531
144506,11.5576
144507,11.6091
144508,11.7263
144509,11.8715
144510,11.9841
144511,12.079
144512,12.2488
144513,12.3727
144514,12.4497
144515,12.5266
144516,12.6597
144517,12.7865
144518,12.8898
144519,13.1282
144520,13.1808
144521,13.3047
144522,13.4268
144523,13.566
144524,13.7798
144525,14.9094
144526,15.2937
144527,15.5258
144528,15.8038
144529,16.0064
144530,16.2387
144531,16.3822
144532,16.5376
144533,16.7066
144534,16.8116
144535,16.8319
144536,16.842
144537,16.776
144538,16.7297
144539,16.6097
144540,16.4821
144541,16.2225
144542,16.1102
144543,15.8302
144544,14.8171
144545,14.3814
144546,13.9954
144547,13.4751
144548,12.9242
144549,12.3443
144550,11.9233
144551,11.4149
144552,11.0486
144553,10.6291
144554,10.2439
144555,9.855
144556,9.6418
144557,9.5561
144558,9.408
144559,9.377
144560,9.3779
144561,9.2567
144562,9.2199
144563,9.1675
144564,9.1146
144565,9.0347
144566,8.9769
144567,8.759
144568,8.5819
144569,8.2659
144570,7.9589
144571,7.5932
144572,7.3521
144573,7.0642
144574,6.8154
144575,6.553
144576,6.3762
144577,6.1591
144578,5.9569
144579,5.6832
144580,5.6617
144581,5.6262
144582,5.52
144583,5.5625
144584,5.5171
144585,5.594
144586,5.5859
144587,5.6522
144588,5.7922
144589,6.1201
144590,6.3579
144591,6.4983
144592,6.627
144593,6.7063
144594,6.7341
144595,6.8035
144596,6.8027
144597,6.8183
144598,6.822
144599,6.7908
144600,6.8096
144601,6.763
144602,6.7043
144603,6.6681
144604,6.5136
144605,6.3371
144606,6.1782
144607,5.9818
144608,5.7865
144609,5.2002
144610,5.0425
144611,4.7567
144612,4.6128
144613,4.4838
144614,4.3637
144615,4.2283
144616,4.1334
144617,3.9549
144618,3.7786
144619,3.634
144620,3.5142
144621,3.3273
144622,3.2491
144623,3.2358
144624,3.2101
144625,3.134
144626,3.0935
144627,3.1039
144628,3.0845
144629,3.0434
144630,2.9696
144631,2.9537
144632,2.9416
144633,2.8293
144634,2.8356
144635,2.7419
144636,2.8064
144637,2.809
144638,2.8102
144639,2.8229
144640,2.8006
144641,2.7731
144642,2.7841
144643,2.7581
144644,2.761
144645,2.7451
144646,2.713
144647,2.7497
144648,2.7442
144649,2.7532
144650,2.7474
144651,2.8058
144652,2.7972
144653,2.8206
144654,2.8203
144655,2.8307
144656,2.8024
144657,2.807
144658,2.8001
144659,2.8383
144660,2.8843
144661,2.9809
144662,3.0622
144663,3.1499
144664,3.2937
144665,3.458
144666,3.6305
144667,3.7943
144668,3.9479
144669,4.1175
144670,4.2758
144671,4.4517
144672,4.5564
144673,4.7326
144674,4.8163
144675,4.9091
144676,5.0385
144677,5.2052
144678,5.2998
144679,5.4899
144680,5.6453
144681,5.7477
144682,5.8788
144683,6.0804
144684,6.4031
144685,6.5666
144686,6.6062
144687,6.7468
144688,6.7876
144689,6.84
144690,6.7902
144691,6.7726
144692,6.7153
144693,6.6201
144694,6.6024
144695,6.5833
144696,6.5477
144697,6.5521
144698,6.4549
144699,6.419
144700,6.3163
144701,6.27
144702,6.3096
144703,6.1589
144704,6.2269
144705,6.4129
144706,6.6108
144707,6.7801
144708,6.9945
144709,7.1817
144710,7.3064
144711,7.4265
144712,7.537
144713,7.6123
144714,7.6664
144715,7.6991
144716,7.7312
144717,7.7407
144718,7.7911
144719,7.8275
144720,7.8947
144721,7.8727
144722,7.8183
144723,7.7894
144724,7.6612
144725,7.4922
144726,7.3203
144727,7.1276
144728,6.9326
144729,6.7737
144730,6.5127
144731,6.3134
144732,6.1175
144733,5.86
144734,5.697
144735,5.4968
144736,5.3073
144737,5.2983
144738,5.3666
144739,5.4661
144740,5.6088
144741,5.7245
144742,5.8672
144743,6.0006
144744,6.0637
144745,6.1626
144746,6.3484
144747,6.5712
144748,6.634
144749,6.6733
144750,6.6557
144751,6.6291
144752,6.5862
144753,6.5639
144754,6.4792
144755,6.4334
144756,6.3585
144757,6.2636
144758,6.1189
144759,6.0136
144760,5.8573
144761,5.7135
144762,5.5532
144763,5.3785
144764,5.1921
144765,5.0807
144766,4.695
144767,4.5851
144768,4.4459
144769,4.3588
144770,4.2963
144771,4.2118
144772,4.1415
144773,4.1178
144774,4.0793
144775,4.0865
144776,4.0764
144777,4.1209
144778,4.0938
144779,4.0524
144780,4.1143
144781,4.1539
144782,4.2075
144783,4.2185
144784,4.1999
144785,4.1325
144786,4.1042
144787,4.1178
144788,4.0634
144789,4.013
144790,3.9129
144791,3.8643
144792,3.8113
144793,3.787
144794,3.7598
144795,3.7514
144796,3.8383
144797,3.9196
144798,3.9766
144799,4.1111
144800,4.2315
144801,4.3759
144802,4.4635
144803,4.6536
144804,4.8553
144805,5.035
144806,5.2347
144807,5.4068
144808,5.5611
144809,5.739
144810,5.8756
144811,5.9502
144812,6.094
144813,6.1398
144814,6.2017
144815,6.3643
144816,6.3964
144817,6.4361
144818,6.4907
144819,6.6137
144820,6.667
144821,6.7138
144822,6.8342
144823,6.8701
144824,6.9068
144825,6.9126
144826,6.9719
144827,7.1019
144828,7.2182
144829,7.2951
144830,7.2992
144831,7.3145
144832,7.4326
144833,7.6076
144834,7.8247
144835,8.0984
144836,8.6409
144837,8.776
144838,8.8524
144839,8.9673
144840,9.1534
144841,9.3174
144842,9.5286
144843,9.7743
144844,10.0226
144845,10.3128
144846,10.4994
144847,10.647
144848,10.7488
144849,10.8733
144850,11.0382
144851,11.1496
144852,11.1759
144853,11.1612
144854,11.0159
144855,10.6065
144856,10.5703
144857,10.5567
144858,10.5064
144859,10.4031
144860,10.3759
144861,10.4091
144862,10.4065
144863,10.4071
144864,10.548
144865,10.4988
144866,10.6042
144867,10.7705
144868,10.9175
144869,11.0417
144870,11.213
144871,11.3898
144872,11.6551
144873,11.7208
144874,11.9245
144875,12.2225
144876,12.6557
144877,12.9945
144878,13.4951
144879,14.1134
144880,14.6291
144881,14.9737
144882,15.2378
144883,15.4219
144884,15.8663
144885,16.4835
144886,17.0252
144887,17.5793
144888,18.0457
144889,18.2943
144890,18.5848
144891,18.9112
144892,19.0258
144893,19.081
144894,19.4728
144895,19.5359
144896,19.4161
144897,19.1701
144898,18.8027
144899,18.4465
144900,17.9517
144901,17.4876
144902,16.9349
144903,16.307
144904,15.9413
144905,15.6398
144906,15.3955
144907,15.1047
144908,14.741
144909,14.3788
144910,13.91
144911,13.6337
144912,13.1953
144913,12.318
144914,11.9323
144915,11.4497
144916,10.9308
144917,10.2922
144918,9.7914
144919,9.1907
144920,8.6288
144921,8.0558
144922,7.579
144923,7.088
144924,6.7271
144925,6.3776
144926,6.0909
144927,5.8678
144928,5.7541
144929,5.5223
144930,5.3495
144931,5.2008
144932,5.1916
144933,5.1461
144934,5.1244
144935,5.1727
144936,5.1033
144937,5.1021
144938,5.0955
144939,5.0819
144940,5.0356
144941,5.0356
144942,4.9618
144943,4.9002
144944,4.8819
144945,4.8631
144946,4.8516
144947,4.7758
144948,4.7888
144949,4.68
144950,4.5365
144951,4.4317
144952,4.2439
144953,4.1768
144954,4.1131
144955,4.0677
144956,3.9725
144957,3.7642
144958,3.7208
144959,3.5243
144960,3.5744
144961,3.6343
144962,3.7789
144963,4.1259
144964,4.2295
144965,4.3249
144966,4.443
144967,4.4997
144968,4.548
144969,4.6892
144970,4.7613
144971,4.8556
144972,5.022
144973,5.1189
144974,5.263
144975,5.3912
144976,
144977,0.5
144978,0.1308190476190476
144979,0.19622857142857142
144980,0.2616380952380952
144981,0.32704761904761903
144982,0.39245714285714284
144983,0.45786666666666664
144984,0.5232761904761905
144985,0.5886857142857143
144986,0.6540952380952381
144987,0.7195047619047619
144988,0.7849142857142857
144989,0.8503238095238095
144990,0.9157333333333333
144991,0.9811428571428571
144992,1.046552380952381
144993,1.1119619047619047
144994,1.1773714285714285
144995,1.2427809523809523
144996,1.3081904761904761
144997,1.3736
144998,1.355
144999,1.34
145000,1.3785
145001,1.3686
145002,1.3576
145003,1.3501
145004,1.3938
145005,1.3727
145006,1.3935
145007,1.3773
145008,1.3802
145009,1.4051
145010,1.4091
145011,1.4216
145012,1.4219
145013,1.4216
145014,1.4161
145015,1.4222
145016,1.419
145017,1.4089
145018,1.406
145019,1.4138
145020,1.4077
145021,1.3996
145022,1.4036
145023,1.3918
145024,1.3788
145025,1.3539
145026,1.3539
145027,1.3258
145028,1.3012
145029,1.305
145030,1.3032
145031,1.3134
145032,1.3183
145033,1.2879
145034,1.3235
145035,1.3475
145036,1.3637
145037,1.3391
145038,1.3559
145039,1.3892
145040,1.3805
145041,1.384
145042,1.386
145043,1.4175
145044,1.4216
145045,1.4277
145046,1.4372
145047,1.4392
145048,1.4135
145049,1.4282
145050,1.4123
145051,1.4054
145052,1.4008
145053,1.4086
145054,1.4395
145055,1.4149
145056,1.395
145057,1.3877
145058,1.3727
145059,1.3626
145060,1.3452
145061,1.351
145062,1.3666
145063,1.3906
145064,1.3837
145065,1.3874
145066,1.3932
145067,1.3767
145068,1.3944
145069,1.4048
145070,1.4242
145071,1.4306
145072,1.4172
145073,1.408
145074,1.4089
145075,1.428
145076,1.4459
145077,1.4395
145078,1.4517
145079,1.4436
145080,1.4282
145081,1.4262
145082,1.4222
145083,1.384
145084,1.3637
145085,1.3663
145086,1.3556
145087,1.3614
145088,1.3652
145089,1.3264
145090,1.3058
145091,1.3455
145092,1.3278
145093,1.3429
145094,1.36
145095,1.3435
145096,1.3342
145097,1.3287
145098,1.3466
145099,1.3524
145100,1.3258
145101,1.3652
145102,1.3712
145103,1.3727
145104,1.3915
145105,1.3932
145106,1.3979
145107,1.3955
145108,1.4129
145109,1.4103
145110,1.4042
145111,1.3669
145112,1.3339
145113,1.3631
145114,1.3721
145115,1.3579
145116,1.3808
145117,1.3495
145118,1.3623
145119,1.3547
145120,1.3521
145121,1.3631
145122,1.3802
145123,1.4167
145124,1.4057
145125,1.3843
145126,1.3854
145127,1.4065
145128,1.3857
145129,1.3912
145130,1.4109
145131,1.4563
145132,1.4861
145133,1.465
145134,1.469
145135,1.4777
145136,1.4667
145137,1.458
145138,1.4248
145139,1.4459
145140,1.4418
145141,1.4653
145142,1.465
145143,1.4783
145144,1.4745
145145,1.4725
145146,1.4262
145147,1.4259
145148,1.3921
145149,1.4172
145150,1.4123
145151,1.3631
145152,1.3148
145153,1.3012
145154,1.3304
145155,1.3116
145156,1.3206
145157,1.3287
145158,1.3449
145159,1.3354
145160,1.3388
145161,1.3539
145162,1.3325
145163,1.3527
145164,1.3449
145165,1.3527
145166,1.3533
145167,1.3808
145168,1.4097
145169,1.4181
145170,1.4262
145171,1.4288
145172,1.4352
145173,1.4352
145174,1.4436
145175,1.4242
145176,1.4363
145177,1.4387
145178,1.3979
145179,1.4204
145180,1.3883
145181,1.4288
145182,1.4424
145183,1.4352
145184,1.4219
145185,1.4384
145186,1.4395
145187,1.43
145188,1.4294
145189,1.4259
145190,1.4123
145191,1.3961
145192,1.4083
145193,1.3932
145194,1.3877
145195,1.4109
145196,1.4103
145197,1.4349
145198,1.4369
145199,1.4392
145200,1.4424
145201,1.4656
145202,1.43
145203,1.4306
145204,1.4334
145205,1.4129
145206,1.3944
145207,1.4253
145208,1.447
145209,1.4175
145210,1.4013
145211,1.4106
145212,1.3834
145213,1.4077
145214,1.3981
145215,1.3814
145216,1.3559
145217,1.386
145218,1.3811
145219,1.3655
145220,1.377
145221,1.4048
145222,1.4314
145223,1.4294
145224,1.447
145225,1.4306
145226,1.3843
145227,1.3857
145228,1.3886
145229,1.3767
145230,1.3961
145231,1.4334
145232,1.4164
145233,1.4248
145234,1.4361
145235,1.4083
145236,1.4062
145237,1.3851
145238,1.3819
145239,1.3814
145240,1.3762
145241,1.3727
145242,1.3802
145243,1.3524
145244,1.3345
145245,1.3466
145246,1.3383
145247,1.3435
145248,1.3501
145249,1.3666
145250,1.3273
145251,1.3414
145252,1.3562
145253,1.386
145254,1.3866
145255,1.4013
145256,1.4201
145257,1.4447
145258,1.4413
145259,1.4251
145260,1.4251
145261,1.428
145262,1.4277
145263,1.4442
145264,1.4456
145265,1.443
145266,1.4494
145267,1.4216
145268,1.432
145269,1.4277
145270,1.4375
145271,1.4332
145272,1.4216
145273,1.445
145274,1.3903
145275,1.3814
145276,1.3872
145277,1.3649
145278,1.3481
145279,1.364
145280,1.3614
145281,1.3817
145282,1.34
145283,1.3573
145284,1.4112
145285,1.4132
145286,1.5208
145287,1.6175
145288,1.7341
145289,1.8108
145290,1.8958
145291,1.9754
145292,2.0825
145293,2.2219
145294,2.3921
145295,2.5475
145296,2.7645
145297,2.9329
145298,3.1395
145299,3.3831
145300,3.763
145301,4.16
145302,4.5839
145303,5.033
145304,5.4621
145305,5.9769
145306,6.3953
145307,6.8426
145308,7.3226
145309,7.8822
145310,8.4025
145311,8.8145
145312,9.4265
145313,10.0778
145314,10.906
145315,11.6481
145316,12.522
145317,13.25
145318,13.9991
145319,14.6172
145320,15.217
145321,15.6424
145322,16.0229
145323,16.2778
145324,16.4442
145325,16.7448
145326,16.8753
145327,17.0069
145328,17.2717
145329,17.7543
145330,18.1068
145331,18.2627
145332,18.3087
145333,18.1866
145334,18.1244
145335,18.0353
145336,17.7679
145337,17.6372
145338,17.3643
145339,17.1962
145340,17.0451
145341,17.0315
145342,16.9285
145343,16.8142
145344,16.5457
145345,16.2972
145346,16.0177
145347,15.7318
145348,15.4444
145349,15.116
145350,14.9925
145351,14.9265
145352,14.7813
145353,14.6218
145354,14.4135
145355,14.2242
145356,14.0463
145357,13.7546
145358,13.412
145359,13.0775
145360,12.6916
145361,12.443
145362,12.0862
145363,11.7532
145364,11.4557
145365,11.1496
145366,10.7888
145367,10.4172
145368,10.0535
145369,9.7167
145370,9.447
145371,9.1942
145372,9.0188
145373,8.8209
145374,8.5663
145375,8.3278
145376,8.0567
145377,7.8142
145378,7.5205
145379,7.4566
145380,7.2254
145381,6.9913
145382,6.8273
145383,6.684
145384,6.6322
145385,6.5379
145386,6.4291
145387,6.3134
145388,6.1652
145389,5.9783
145390,5.7572
145391,5.5503
145392,5.3154
145393,5.1111
145394,4.9083
145395,4.7899
145396,4.6386
145397,4.5104
145398,4.1997
145399,4.0174
145400,3.8626
145401,3.7555
145402,3.6337
145403,3.4754
145404,3.3449
145405,3.197
145406,3.0657
145407,3.0234
145408,2.9106
145409,2.82
145410,2.7483
145411,2.6959
145412,2.6111
145413,2.5211
145414,2.4609
145415,2.4155
145416,2.3776
145417,2.3626
145418,2.3128
145419,2.3038
145420,2.281
145421,2.2911
145422,2.2433
145423,2.1794
145424,2.123
145425,2.0984
145426,2.0012
145427,1.9401
145428,1.8973
145429,1.8333
145430,1.781
145431,1.7457
145432,1.7633
145433,1.7572
145434,1.7975
145435,1.7922
145436,1.8111
145437,1.7867
145438,1.7734
145439,1.7624
145440,1.7078
145441,1.7567
145442,1.8058
145443,1.8521
145444,1.8773
145445,1.8446
145446,1.8469
145447,1.8108
145448,1.8073
145449,1.818
145450,1.8527
145451,1.8869
145452,1.8406
145453,1.8414
145454,1.829
145455,1.8148
145456,1.8426
145457,1.8498
145458,1.8458
145459,1.8634
145460,1.8411
145461,1.8452
145462,1.787
145463,1.7925
145464,1.792
145465,1.8012
145466,1.7839
145467,1.7758
145468,1.7211
145469,1.7086
145470,1.669
145471,1.6635
145472,1.6667
145473,1.6577
145474,1.6207
145475,1.6024
145476,1.5764
145477,1.5428
145478,1.5431
145479,1.5373
145480,1.5208
145481,1.4983
145482,1.4983
145483,1.4922
145484,1.4618
145485,1.4766
145486,1.4722
145487,1.4578
